Олександрівська сіьська лікарська амбулатрія ,головний лікар Капінус Світлана Олексійовна,(05235) 9-54-36,"28001  Кіровоградська обл., Олександрійський р-н, с.Олександрівка"
Ульянівська  сіьська лікарська амбулаторія ,головний лікар Куріцина Світлана Анатоліївна,(05235) 9-23-69,"28002  Кіровоградська обл., Олександрійський р-н, с.Ульянівка"
Попельнастівська  сіьська лікарська амбулаторія ,головний лікар Третяк Леонід Іванович,(05235) 9-76-10,"28003  Кіровоградська обл., Олександрійський р-н, с.Попельнасте"
Бутовська сіьська лікарська амбулаторія ,головний лікар Дмитрик Володимир Михайлович,(05235) 9-82-23,"28004  Кіровоградська обл., Олександрійський р-н, с.Бутове"
Протопопівська   сіьська лікарська амбулаторія ,головний лікар Петренко Тамара миколаївна,(05235) 9-21-28,"28005  Кіровоградська обл., Олександрійський р-н, с.Протопопівка"
Головківська  сіьська лікарська амбулаторія ,головний лікар Лещенко  Микола Васильович,(05235) 9-27-36,"28006  Кіровоградська обл., Олександрійський р-н, с.Головківка"
Шарівська  сіьська лікарська амбулаторія ,головний лікар Брицька Ірина Анатоліївна,(05235) 9-26-60,"28007  Кіровоградська обл., Олександрійський р-н, с.Шарівка"
Косівська   сіьська лікарська амбулаторія ,головний лікар Шульга Олена Антонівна,(05235) 9-63-30,"28008  Кіровоградська обл., Олександрійський р-н, с.Косівка"
Бандурівська   сіьська лікарська амбулаторія ,головний лікар Колісник Жана Максимівна ,(05235) 9-53-16,"28009  Кіровоградська обл., Олександрійський р-н, с.Бандурівка"
Онуфріївська центральна районна лікарня,головний лікар Сухомлинська Наталія Іванівна ,(05238) 9-14-33,"28100  Кіровоградська обл., смт.Онуфріївка, вул.40 років Перемоги, 90"
,,,
,,,
,,,
,,,
Успенська сільська лікарська амбулаторія ,головний лікар   Черкаський Олександр Семенович,(05238) 9-44-86,"28100  Кіровоградська обл., Онуфріївський район, с.Успенка"
Зибківська  сільська лікарська амбулаторія ,головний лікар     Іванченко Михайло Іванович,(05238) 9-61-37,"28101  Кіровоградська обл., Онуфріївський район, с.Зибкове"
Куцеволівська  сільська лікарська амбулаторія ,головний лікар Кушка Анатолій Іванович,(05238) 9-41-30,"28102  Кіровоградська обл., Онуфріївський район, с.Куцеволівка"
Млинківська  сільська лікарська амбулаторія ,головний лікар     Іванченко Анатолій Іванович,(05238) 9-67-10,"28103  Кіровоградська обл., Онуфріївський район, с.Млинки"
Павлишська селищна амбулаторія ,головний лікар Амелін Борис Іванович,(05238) 9-70-03,"28104  Кіровоградська обл., Онуфріївський район, с.Павлиш"
Петрівська центральна районна лікарня,головний лікар Горчєєв Володимир Михайлович,(05237) 9-14-36,"28300  Кіровоградська обл., смт.Петрове, вул.Ілліча, 1"
,,,
,,,
,,,
,,,
Іскрівська сільська лікарська амбулаторія ,головний лікар Айібов Аскер Ісламович,(05237) 9-28-23,"28300  Кіровоградська обл., Петрівський район, с.Іскрівка"
Зеленська  сільська лікарська амбулаторія ,головний лікар Скороход Лариса Григорівна,(05237) 9-22-23,"28301  Кіровоградська обл., Петрівський район, с.Зелене"
Новостародубська  сільська лікарська амбулаторія ,головний лікар Тарасенко Олена Іванівна,(05237) 9-41-67,"28302  Кіровоградська обл., Петрівський район, с.Новий Стародуб"
Володимирівська  сільська лікарська амбулаторія ,головний лікар Копійка Надія Борисівна,(05237) 9-42-84,"28303  Кіровоградська обл., Петрівський район, с.Володимирівка"
Луганська  сільська лікарська амбулаторія ,головний лікар Корінь Олег Володимирович ,(05237) 9-24-63,"28304  Кіровоградська обл., Петрівський район, с.Луганка"
Балахівська селищна амбулаторія ,"головний лікар Зінов""єв Олександр Борисович ",(05237) 9-23-22,"28305  Кіровоградська обл., Петрівський район, с.Балахівка"
Світловодська центральна районна лікарня,головний лікар Котенко Юрій Миколайович,(05236) 2-53-55    т/ф 2-53-55 e-mail: cbrl@sbeti.kw.ukrtel.net,"27500  Кіровоградська обл., м.Світловодськ, вул.Павлова, 16"
,,,
,,,
,,,
Світловодська міська стоматполіклініка ,головний лікар Ільченко Олександр Григорович,(05236) 2-45-95,"27500  Кіровоградська обл., м.Світловодськ, вул.Ювілейна, 2"
Станція невідкладної швидкої допомоги ,головний лікар ,-5236,
Глинська дільнична лікарня,головний лікар Логошко Володимир Миколайович,(05236) 9-34-86,"27500 Кіровоградська обл., Світловодський р-н, с.Глинськ "
Павлівська сільська лікарська амбулаторія ,головний лікар ,(05236) 9-13-03,"27501 Кіровоградська обл., Світловодський р-н, с. Павлівка "
Подорожнянська  сільська лікарська амбулаторія ,головний лікар Березюк Світлана Володимирівна,(05236) 9-43-42,"27502 Кіровоградська обл., Світловодський р-н, с. Подорожнє"
Андрусівська  сільська лікарська амбулаторія ,головний лікар Киселівська Олена Миколаївна,(05236) 9-06-03,"27503 Кіровоградська обл., Світловодський р-н, с. Андрусівка"
Озерська  сільська лікарська амбулаторія ,головний лікар Малик Іван Іванович,(05236) 9-17-69,"27504 Кіровоградська обл., Світловодський р-н, с. Озера"
Микильська  сільська лікарська амбулаторія ,головний лікар Мирошник Юрій Борисович,(05236) 9-03-49,"27505 Кіровоградська обл., Світловодський р-н, с. Микільськ"
Власівська селищна амбулаторія ,головний лікар Шабалій Євген Опанасович ,(05236) 5-34-67,"27506 Кіровоградська обл., Світловодський р-н, с. Власівка "
Ульяновська центральна районна лікарня,головний лікар Галицький Валентин Віталійович,(05259) 2-11-75,"26400  Кіровоградська обл., м.Ульяновка, вул.Карла Маркса, 3"
,,,
,,,
Ульяновський районний протитуберкульозний диспансер ,головний лікар Головко Володимир Григорович,(05259) 2-55-12,"26400  Кіровоградська обл., м.Ульяновка, вул.Карла Маркса, 4"
Великотроянська   сільська лікарська амбулаторія ,головний лікар Тимошенко Станіслав Давидович ,(05259) 2-55-33,"26400  Кіровоградська обл., Ульяновський район, с. Велики Трояни"
Даниловобалківська   сільська лікарська амбулаторія ,головний лікар Носик Олександр Олексійович,(05259) 2-31-17,"26401  Кіровоградська обл., Ульяновський район, с. Данилова Балка"
Саботинівська   сільська лікарська амбулаторія ,головний лікар Богдан Володимир Сергійович,(05259) 2-54-35,"26402  Кіровоградська обл., Ульяновський район, с. Саботинівка"
Новоселицька   сільська лікарська амбулаторія ,головний лікар Миронова Людмила Олександрівна,(05259) 2-73-48,"26403  Кіровоградська обл., Ульяновський район, с. Новоселиця"
Лозуватська сільська лікарська амбулаторія,головний лікар  Савчук Тамара Василівна,(05259) 2-66-33,"26404  Кіровоградська обл., Ульяновський район, с. Лозуватка"
Вільхівська   сільська лікарська амбулаторія ,головний лікар ,-5259,"26405  Кіровоградська обл., Ульяновський район, с. Вільхове"
Устинівська центральна районна лікарня,головний лікар Крамаренко Леонід Миколайович,(05239) 4-12-17,"28600  Кіровоградська обл., смт.Устинівка, вул.Ювілейна, 19"
,,,
,,,
,,,
Березівська сільська лікарська амбулаторія ,головний лікар Золотой Олексій Олексійович,(05239) 3-41-17,"28600  Кіровоградська обл., Устинівський р-н, с.Березівка"
Дмитрівська дільнична лікарня,головний лікар Завізіна Дарія Іванівна,(05239) 2-41-17,"28600  Кіровоградська обл., Устинівський р-н, с.Дмитрове"
Седнівська  сільська лікарська амбулаторія ,фельдшер Мирошніченко Любов Леонидівна ,(05239) 2-11-17,"28601  Кіровоградська обл., Устинівський р-н, с.Седнєво"
Докучаєвська  сільська лікарська амбулаторія ,головний лікар Леонідов Олексій Єгорович ,(05239) 3-12-03,"28602  Кіровоградська обл., Устинівський р-н, с.Докучаєво"
